center,steering,throttle,speed,cte
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000000.jpg,0,0,0.005475281,0
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000001.jpg,0,0,0.005292458,0
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000002.jpg,0,0,0.004989026,0
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000003.jpg,0,0,0.004579282,0
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000004.jpg,0,0,0.004077384,0
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000005.jpg,0,0,0.003501413,0
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000006.jpg,0,0,0.002869688,0
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000007.jpg,0,0,0.002869688,0
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000008.jpg,0,0,0.002200993,0
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000009.jpg,0,0,0.001517331,0
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000010.jpg,0,0.06162904,0.0008494028,0
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000011.jpg,0,0.09886257,0.0145142,0
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000012.jpg,0,0.09886257,0.0145142,0
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000013.jpg,0,0.1984397,0.01779896,0
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000014.jpg,0,0.2475572,0.001429358,0
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000015.jpg,0,0.2961816,0.05611248,0
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000016.jpg,0,0.3500049,0.05905945,0
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000017.jpg,0,0.3967574,0.05923843,0
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000018.jpg,0,0.4499803,0.08738209,0
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000019.jpg,0,0.4499803,0.08738209,0
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000020.jpg,0,0.5483383,0.1075262,0
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000021.jpg,0,0.5978728,0.1352211,0
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000022.jpg,0,0.6488501,0.1849441,0.05198485
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000023.jpg,0,0.7013847,0.202615,0.05205287
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000024.jpg,0,0.7508454,0.2616178,0.05202582
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000025.jpg,0,0.7508454,0.2616178,0.05202582
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000026.jpg,0,0.8487735,0.3012037,0.05206297
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000027.jpg,0,0.8979182,0.3355422,0.05196426
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000028.jpg,0,0.9464254,0.396483,0.05189416
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000029.jpg,0,0.9965239,0.4296941,0.05181212
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000030.jpg,0,0.9965239,0.4296941,0.05181212
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000031.jpg,0,1,0.4920332,0.0517986
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000032.jpg,0,1,0.5329764,0.05170972
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000033.jpg,0,1,0.5881585,0.0516782
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000034.jpg,0,1,0.6642009,0.05165526
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000035.jpg,0,1,0.7158455,0.05155629
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000036.jpg,0,1,0.7585368,0.05148479
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000037.jpg,0,1,0.7585368,0.05148479
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000038.jpg,0,1,0.8162721,0.05137511
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000039.jpg,0,1,0.8572615,0.05135023
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000040.jpg,0,1,0.929131,0.05125591
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000041.jpg,0,1,0.9694315,0.05122167
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000042.jpg,0,1,0.9694315,0.05122167
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000043.jpg,0,1,1.036403,0.05113737
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000044.jpg,0,1,1.061897,0.05112736
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000045.jpg,0,1,1.128887,0.05110169
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000046.jpg,0,1,1.188241,0.05104937
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000047.jpg,0,1,1.243896,0.05095534
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000048.jpg,0,1,1.243896,0.05095534
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000049.jpg,0,1,1.297477,0.05089606
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000050.jpg,0,1,1.332421,0.05083627
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000051.jpg,0,1,1.408987,0.05079095
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000052.jpg,0,1,1.43118,0.05068098
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000053.jpg,0,1,1.486745,0.05062098
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000054.jpg,0,1,1.548941,0.0505419
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000055.jpg,0,1,1.548941,0.0505419
/Users/brianpulfer/Desktop/sim_log/IMG/center_00000056.jpg,0,1,1.588807,0.05053841
